,combination.compound.dt50.sediment,combination.compound.dt50.soil,combination.compound.dt50.surfaceWater,combination.compound.dt50.system,combination.compound.freundlich,combination.compound.henry,combination.compound.koc,combination.compound.molarMass,combination.compound.name,combination.compound.plant_uptake,combination.compound.reference_temperature,combination.compound.vapor_pressure,combination.compound.water_solubility,combination.gap.arguments.apply_every_n_years,combination.gap.arguments.bbch,combination.gap.arguments.interval,combination.gap.arguments.modelCrop,combination.gap.arguments.name,combination.gap.arguments.number_of_applications,combination.gap.arguments.rate,combination.gap.arguments.season,combination.gap.type,combination.scenarios.0,0.compound_pec,0.compound_name
51,6.0,319.89,6.0,6.0,0.91806,1.13,2090.55,300.0,Compound 3878701399702048957,0.0,20.0,0.17,44.008,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,3.467996406306493e-11,Compound 3878701399702048957
52,6.0,22.66,6.0,6.0,0.91739,1.49e-05,24.56,300.0,Compound 7914433026960697321,0.0,20.0,0.00032,6463.092,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.7709775305798199,Compound 7914433026960697321
53,6.0,321.09,6.0,6.0,0.92213,2.37,2105.51,300.0,Compound -2152037701210195234,0.0,20.0,0.19,23.4859,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,1.2707269241491502e-10,Compound -2152037701210195234
54,6.0,194.79,6.0,6.0,0.90126,0.0035,304.77,300.0,Compound -3943536846304079918,0.0,20.0,1.2,100451.3513,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.4161737155833097,Compound -3943536846304079918
55,6.0,1102.69,6.0,6.0,0.92092,2.66,45986.1,300.0,Compound 6160275697934456941,0.0,20.0,0.57,64.8328,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.0,Compound 6160275697934456941
56,6.0,192.89,6.0,6.0,0.99477,0.0622,5519.62,300.0,Compound 2625992586267660422,0.0,20.0,4.4e-05,0.2145,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,3.628137682635087e-08,Compound 2625992586267660422
57,6.0,270.47,6.0,6.0,0.96434,1.49e-08,8015.55,300.0,Compound 3821704175307907881,0.0,20.0,6.8e-10,13.6367,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,0.0,Compound 3821704175307907881
58,6.0,801.43,6.0,6.0,0.91978,92.7,14976.23,300.0,Compound 8007240751423626287,0.0,20.0,0.011,0.0342,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,0.0,Compound 8007240751423626287
59,6.0,24.27,6.0,6.0,0.91374,0.0753,36.51,300.0,Compound -1128932102048221596,0.0,20.0,0.025,98.5731,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.0385938424922799,Compound -1128932102048221596
60,6.0,88.87,6.0,6.0,0.93624,4.27e-07,71.08,300.0,Compound -5045414853109083257,0.0,20.0,3.5e-06,2446.1802,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,2.8355593110876978,Compound -5045414853109083257
61,6.0,184.22,6.0,6.0,0.94036,136.0,4.61,300.0,Compound -35659370210873500,0.0,20.0,3.1,6.9345,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,0.0079954793889693,Compound -35659370210873500
62,6.0,164.08,6.0,6.0,0.98926,0.000439,22970.26,300.0,Compound 8372887709776255265,0.0,20.0,0.016,10943.6862,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,2.096144903123571e-18,Compound 8372887709776255265
63,6.0,58.67,6.0,6.0,0.97115,0.00012,109.72,300.0,Compound 5230563034256991532,0.0,20.0,2.7e-05,67.5584,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,0.857369242355543,Compound 5230563034256991532
0,6.0,272.94,6.0,6.0,0.94322,6.43e-05,3236.87,300.0,Compound 7334778216294241611,0.0,20.0,4.4e-05,203.0883,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,2.7542044258901003e-10,Compound 7334778216294241611
1,6.0,216.41,6.0,6.0,0.98686,4.6e-07,1286.75,300.0,Compound -3489817611015564666,0.0,20.0,7.9e-08,51.699,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.0150649068223448,Compound -3489817611015564666
2,6.0,12.02,6.0,6.0,0.99172,1.25e-09,1.9,300.0,Compound 4555405887882691645,0.0,20.0,1.6e-06,392162.1494,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,0.8774794027627963,Compound 4555405887882691645
3,6.0,12.22,6.0,6.0,0.90342,0.0214,6.0,300.0,Compound 5767000622394245532,0.0,20.0,0.34,4699.3853,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,1.2277999252604124,Compound 5767000622394245532
4,6.0,152.44,6.0,6.0,0.9524,126.0,136.44,300.0,Compound -209060257593999065,0.0,20.0,0.029,0.0691,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,0.0123575301078273,Compound -209060257593999065
5,6.0,250.83,6.0,6.0,0.96364,0.000166,388.47,300.0,Compound 1278885651497420270,0.0,20.0,0.0003,542.8221,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,1.4917801976932812,Compound 1278885651497420270
6,6.0,275.27,6.0,6.0,0.92912,9.98e-06,14282.15,300.0,Compound -844312408935096815,0.0,20.0,2.7e-05,800.2689,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound -844312408935096815
7,6.0,198.29,6.0,6.0,0.90589,4.48e-05,6924.49,300.0,Compound -4988903482222661657,0.0,20.0,0.0011,7123.8272,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound -4988903482222661657
8,6.0,194.68,6.0,6.0,0.96744,9.63e-07,16604.36,300.0,Compound -6535784599456001323,0.0,20.0,0.0014,445439.6335,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound -6535784599456001323
9,6.0,216.35,6.0,6.0,0.94779,1.35e-09,6719.31,300.0,Compound -6941953092637227843,0.0,20.0,5.3e-09,1180.5688,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound -6941953092637227843
10,6.0,587.42,6.0,6.0,0.91853,95.1,22303.66,300.0,Compound 5872325850736262219,0.0,20.0,0.047,0.1474,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound 5872325850736262219
11,6.0,231.69,6.0,6.0,0.93932,10.5,1624.28,300.0,Compound 5560902252830274229,0.0,20.0,0.019,0.5513,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,1.5751516279991967e-14,Compound 5560902252830274229
12,6.0,274.63,6.0,6.0,0.90742,8.15e-06,462.36,300.0,Compound -6318116874752148294,0.0,20.0,0.00029,10726.8317,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0097194415383882,Compound -6318116874752148294
13,6.0,318.17,6.0,6.0,0.95456,0.00143,764.98,300.0,Compound 8419383522113244145,0.0,20.0,6.9e-06,1.4351,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0051915439111126,Compound 8419383522113244145
14,6.0,220.43,6.0,6.0,0.95048,4.81e-07,306.18,300.0,Compound 5652284605238106069,0.0,20.0,7e-05,43588.1514,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.4722571812899085,Compound 5652284605238106069
15,6.0,11.42,6.0,6.0,0.9468,0.000138,19.07,300.0,Compound 7149558073856940834,0.0,20.0,2.5e-07,0.5416,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.2725819599701608,Compound 7149558073856940834
16,6.0,190.67,6.0,6.0,0.91309,0.00461,3346.8,300.0,Compound -7188206625530803303,0.0,20.0,0.00065,42.5353,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,3.870838893235354e-16,Compound -7188206625530803303
17,6.0,12.42,6.0,6.0,0.94501,0.122,9.24,300.0,Compound -868011082015142781,0.0,20.0,0.55,1350.4676,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.0598848086811828,Compound -868011082015142781
18,6.0,290.81,6.0,6.0,0.9397,0.00128,4803.0,300.0,Compound -520395265127945616,0.0,20.0,2.6e-05,6.0715,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,3.1054619163140497e-12,Compound -520395265127945616
19,6.0,240.03,6.0,6.0,0.93316,0.288,3562.95,300.0,Compound 6467580014109778795,0.0,20.0,0.0027,2.8522,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,0.0,Compound 6467580014109778795
20,6.0,35.34,6.0,6.0,0.9633,134.0,3.89,300.0,Compound -6581754030693963505,0.0,20.0,2.8e-05,0.0001,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.0179912305860923,Compound -6581754030693963505
21,6.0,197.51,6.0,6.0,0.99917,0.071,1733.31,300.0,Compound 3555338588228725130,0.0,20.0,0.27,1130.0069,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.0017018510462844,Compound 3555338588228725130
22,6.0,299.65,6.0,6.0,0.97074,0.00466,526.38,300.0,Compound -3000532667893104286,0.0,20.0,0.0085,544.3611,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,1.0586921432780905,Compound -3000532667893104286
23,6.0,13.09,6.0,6.0,0.91019,1.25e-08,17.49,300.0,Compound -5426138870919688004,0.0,20.0,1.1e-05,262491.8741,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.3033918768335538,Compound -5426138870919688004
24,6.0,284.84,6.0,6.0,0.94633,0.571,66458.98,300.0,Compound 8498063865744615294,0.0,20.0,0.00016,0.0823,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.0,Compound 8498063865744615294
25,6.0,249.29,6.0,6.0,0.9642,1.73e-06,366.13,300.0,Compound 850940471411643101,0.0,20.0,3.8e-07,66.4573,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,1.714666893951548,Compound 850940471411643101
26,6.0,241.62,6.0,6.0,0.92486,2.02,2434.2,300.0,Compound -3965863798124682469,0.0,20.0,0.13,19.4154,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,1.8375914989421767e-12,Compound -3965863798124682469
27,6.0,214.84,6.0,6.0,0.99441,0.081,16679.84,300.0,Compound 5536169898815108273,0.0,20.0,0.0032,11.7553,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,6.638919159407595e-15,Compound 5536169898815108273
28,6.0,194.19,6.0,6.0,0.96211,0.00011,6811.48,300.0,Compound 2966940251234794319,0.0,20.0,0.00022,592.8607,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound 2966940251234794319
29,6.0,106.45,6.0,6.0,0.92407,111.0,81.25,300.0,Compound 5714291786823952664,0.0,20.0,570.0,1548.9435,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.0091957737657665,Compound 5714291786823952664
30,6.0,587.91,6.0,6.0,0.95218,0.00135,6302.65,300.0,Compound -1515519500146719524,0.0,20.0,9.7e-08,0.0215,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound -1515519500146719524
31,6.0,16.79,6.0,6.0,0.90389,123.0,2.56,300.0,Compound 2542095376422389223,0.0,20.0,200.0,486.3598,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,0.0042592554166186,Compound 2542095376422389223
32,6.0,334.35,6.0,6.0,0.94329,0.0118,322.88,300.0,Compound -5497995434262924317,0.0,20.0,0.0042,105.7208,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,2.0996869651580736,Compound -5497995434262924317
33,6.0,475.98,6.0,6.0,0.91429,0.383,459.19,300.0,Compound 8969078367528314574,0.0,20.0,0.02,15.8938,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,0.1672500495612437,Compound 8969078367528314574
34,6.0,12.5,6.0,6.0,0.94009,2.93e-08,3.04,300.0,Compound 7934858410289408629,0.0,20.0,7.5e-07,7723.4975,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0747415648554996,Compound 7934858410289408629
35,6.0,501.27,6.0,6.0,0.92369,0.0642,27821.91,300.0,Compound 2668776783039906081,0.0,20.0,0.026,120.7671,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.0,Compound 2668776783039906081
36,6.0,277.13,6.0,6.0,0.9423,1.38e-07,5431.09,300.0,Compound 2246215045259330157,0.0,20.0,8.1e-07,1765.5983,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,1.1831353535183849e-15,Compound 2246215045259330157
37,6.0,204.89,6.0,6.0,0.9551,0.0391,15934.01,300.0,Compound 1598736521982243265,0.0,20.0,0.27,2095.0771,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,0.0,Compound 1598736521982243265
38,6.0,355.73,6.0,6.0,0.94592,0.102,10516.05,300.0,Compound 4542951307433248489,0.0,20.0,0.003,8.9459,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound 4542951307433248489
39,6.0,210.88,6.0,6.0,0.9421,0.00511,5715.25,300.0,Compound -291724951832331520,0.0,20.0,0.0049,285.7408,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,4.886325338834091e-15,Compound -291724951832331520
40,6.0,212.27,6.0,6.0,0.99831,0.00144,567.31,300.0,Compound -5348386641680284747,0.0,20.0,0.023,4760.3486,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.6088288881571726,Compound -5348386641680284747
41,6.0,262.04,6.0,6.0,0.93643,0.00165,351.07,300.0,Compound 3815671350161849435,0.0,20.0,0.00053,96.2156,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.2847151189794626,Compound 3815671350161849435
42,6.0,298.57,6.0,6.0,0.96846,2.33e-08,1458.66,300.0,Compound 2991744851429907174,0.0,20.0,3.6e-06,46319.0027,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,4.175966503978407e-07,Compound 2991744851429907174
43,6.0,226.27,6.0,6.0,0.98339,0.109,2925.73,300.0,Compound -4696586857286685490,0.0,20.0,0.00011,0.3117,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,1.5830017597470907e-05,Compound -4696586857286685490
44,6.0,275.45,6.0,6.0,0.9467,0.934,3313.61,300.0,Compound 6462243763213308343,0.0,20.0,0.013,4.2044,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,0.0,Compound 6462243763213308343
45,6.0,215.56,6.0,6.0,0.91929,2.37e-05,1329.3,300.0,Compound 5743956260727099842,0.0,20.0,6.6e-05,834.84,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,1.712860609003119e-14,Compound 5743956260727099842
46,6.0,339.12,6.0,6.0,0.90248,1.68e-05,1266.03,300.0,Compound 5079442177712281871,0.0,20.0,7.8e-05,1389.0993,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,0.0,Compound 5079442177712281871
47,6.0,4912.34,6.0,6.0,0.92734,1.07,5365.79,300.0,Compound -3990671601003549413,0.0,20.0,4.8,1357.2316,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,2.715304136152057e-12,Compound -3990671601003549413
48,6.0,759.9,6.0,6.0,0.95424,0.000296,2306.78,300.0,Compound 4930072090876477438,0.0,20.0,7e-06,7.0845,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,0.0016098130023427,Compound 4930072090876477438
49,6.0,498.08,6.0,6.0,0.9766,4.26,4251.46,300.0,Compound 9062321094956908446,0.0,20.0,0.0037,0.2612,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,2.3606564448064802e-07,Compound 9062321094956908446
50,6.0,224.81,6.0,6.0,0.94101,1.9e-05,1248.18,300.0,Compound 3626477054686183879,0.0,20.0,0.0016,24957.8035,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.0015334625543521,Compound 3626477054686183879
51,6.0,267.64,6.0,6.0,0.95588,3.97e-09,1588.31,300.0,Compound 211780079232819188,0.0,20.0,1.7e-05,1322853.5314,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.0010781505822295,Compound 211780079232819188
52,6.0,678.12,6.0,6.0,0.9525,8.23e-05,252418.43,300.0,Compound -3197869556450384535,0.0,20.0,4.1e-05,149.4235,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,0.0,Compound -3197869556450384535
53,6.0,1072.3,6.0,6.0,0.98971,2.36,1039.69,300.0,Compound -618078158548508152,0.0,20.0,0.11,13.8267,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0038169726764566,Compound -618078158548508152
54,6.0,1666.8,6.0,6.0,0.95702,0.00295,19665.38,300.0,Compound -2362780423570580673,0.0,20.0,1.9e-06,0.1951,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,0.0,Compound -2362780423570580673
55,6.0,280.81,6.0,6.0,0.96346,5.83e-06,2164.4,300.0,Compound -5641270554243695760,0.0,20.0,1.4,71980625.0301,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,4.2579705576714487e-05,Compound -5641270554243695760
56,6.0,185.76,6.0,6.0,0.93408,5.25e-05,599.52,300.0,Compound 5967178794018933820,0.0,20.0,0.0012,6580.5116,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.05581760266332,Compound 5967178794018933820
57,6.0,38.71,6.0,6.0,0.94603,128.0,16.79,300.0,Compound 8430438758672971148,0.0,20.0,17000.0,40860.9302,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,0.0084623050935655,Compound 8430438758672971148
58,6.0,284.71,6.0,6.0,0.95439,0.000197,1512.36,300.0,Compound 3541800052741777222,0.0,20.0,4.8e-05,73.0324,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.0035304414459659,Compound 3541800052741777222
59,6.0,1.67,6.0,6.0,0.97334,5.35e-08,9.15,300.0,Compound 4555389892786701025,0.0,20.0,6.4e-09,36.0635,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,2.161029678218066e-09,Compound 4555389892786701025
60,6.0,1165.45,6.0,6.0,0.9892,0.387,2902.55,300.0,Compound -9062609639173091068,0.0,20.0,0.00045,0.3486,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.0015757934386631,Compound -9062609639173091068
61,6.0,1835.81,6.0,6.0,0.94787,1.4e-07,5558.7,300.0,Compound -1508430795775527792,0.0,20.0,8.8e-08,188.8842,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound -1508430795775527792
62,6.0,388.5,6.0,6.0,0.91017,4.02,1492.06,300.0,Compound -4961543638704420029,0.0,20.0,0.13,9.7959,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,6.24450228535225e-07,Compound -4961543638704420029
63,6.0,201.58,6.0,6.0,0.90621,3.34,22613.36,300.0,Compound -4975114966740875639,0.0,20.0,0.38,33.756,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0,Compound -4975114966740875639
0,6.0,4.64,6.0,6.0,0.99038,0.000323,10.33,300.0,Compound -2813436680135917400,0.0,20.0,0.00047,435.9671,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.3036963756526648,Compound -2813436680135917400
1,6.0,430.14,6.0,6.0,0.91395,0.0983,107594.2,300.0,Compound -4583917296108974910,0.0,20.0,0.0011,3.4219,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.0,Compound -4583917296108974910
2,6.0,54.56,6.0,6.0,0.97555,0.00261,47.34,300.0,Compound 4345955314711981877,0.0,20.0,0.009,1031.6128,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,2.013029195544629,Compound 4345955314711981877
3,6.0,20.07,6.0,6.0,0.99892,1.21,23.36,300.0,Compound -6080069396219514554,0.0,20.0,0.1,25.8105,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,0.1634402534021816,Compound -6080069396219514554
4,6.0,189.32,6.0,6.0,0.93348,0.00379,564.24,300.0,Compound 470490925295968371,0.0,20.0,0.0012,93.7983,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.0722621749969898,Compound 470490925295968371
5,6.0,613.15,6.0,6.0,0.92074,3.4,375.92,300.0,Compound 2545083508093841623,0.0,20.0,5.0,441.4846,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.4421396280908007,Compound 2545083508093841623
6,6.0,47.49,6.0,6.0,0.93835,1.45e-06,133.79,300.0,Compound -7065726696501821312,0.0,20.0,0.00027,54905.6251,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,0.0289639573752296,Compound -7065726696501821312
7,6.0,1.49,6.0,6.0,0.97752,2.17e-07,39.84,300.0,Compound 1783947858876252335,0.0,20.0,3.9e-06,5329.4608,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,1.8352652691873746e-13,Compound 1783947858876252335
8,6.0,0.91,6.0,6.0,0.95323,5.79e-05,6.55,300.0,Compound 4605955266453894417,0.0,20.0,0.015,75700.01,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,8.990563633618909e-13,Compound 4605955266453894417
9,6.0,192.69,6.0,6.0,0.90583,3.02e-10,384.21,300.0,Compound -8070206376640236968,0.0,20.0,1.8e-10,175.2863,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,0.2547922539450835,Compound -8070206376640236968
10,6.0,8.91,6.0,6.0,0.91716,0.000656,3.73,300.0,Compound 1557199871734032901,0.0,20.0,7.7e-06,3.5279,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,0.2070192768385752,Compound 1557199871734032901
11,6.0,39.54,6.0,6.0,0.90466,0.00197,52.41,300.0,Compound 8812743896045887172,0.0,20.0,0.0088,1336.8467,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,0.3863145513236403,Compound 8812743896045887172
12,6.0,62.36,6.0,6.0,0.90406,6.44,97.99,300.0,Compound 381389123124646678,0.0,20.0,100.0,4768.2271,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.0045721204602925,Compound 381389123124646678
13,6.0,753.6,6.0,6.0,0.93533,7.04e-06,455.04,300.0,Compound 5159941725882735912,0.0,20.0,1.5e-07,6.2957,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,1.958752596238384,Compound 5159941725882735912
14,6.0,3.56,6.0,6.0,0.99056,1.05e-07,6.58,300.0,Compound -8947896670598981017,0.0,20.0,1.1e-06,3237.992,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,4.3301321220232414e-06,Compound -8947896670598981017
15,6.0,1.67,6.0,6.0,0.99987,1.77e-05,25.87,300.0,Compound 1080544467425886417,0.0,20.0,7.9e-05,1348.027,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.0032237089254161,Compound 1080544467425886417
16,6.0,3.13,6.0,6.0,0.92266,0.196,6.85,300.0,Compound -8313546606708544128,0.0,20.0,2.3,3519.3715,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.0003616079502603,Compound -8313546606708544128
17,6.0,7.73,6.0,6.0,0.9571,1.19,2.58,300.0,Compound -1748104801907543148,0.0,20.0,0.75,189.555,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.6963886261687993,Compound -1748104801907543148
18,6.0,1.4,6.0,6.0,0.96651,0.66,90.33,300.0,Compound 7636850738492890033,0.0,20.0,0.012,5.4346,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,1.5153609520738545e-18,Compound 7636850738492890033
19,6.0,11.8,6.0,6.0,0.9142,9.86e-07,23.96,300.0,Compound 1725083825092113324,0.0,20.0,6.1e-09,1.8701,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,0.0296731586457488,Compound 1725083825092113324
20,6.0,1.75,6.0,6.0,0.92721,9.89,6.18,300.0,Compound 3570669164226076095,0.0,20.0,2.7,81.9761,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,J,3.053044595629936e-06,Compound 3570669164226076095
21,6.0,328.07,6.0,6.0,0.93527,1.76,436.87,300.0,Compound 5598868219689660246,0.0,20.0,6.2,1057.269,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,0.0413489041027538,Compound 5598868219689660246
22,6.0,22.98,6.0,6.0,0.90647,0.0623,46.16,300.0,Compound -2554943585454464545,0.0,20.0,0.057,273.4223,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,0.0531116198901297,Compound -2554943585454464545
23,6.0,56.93,6.0,6.0,0.99582,0.0088,128.68,300.0,Compound 4119690198728901011,0.0,20.0,0.0098,334.5577,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,0.7818273939404647,Compound 4119690198728901011
24,6.0,7.38,6.0,6.0,0.93539,4.25e-06,2.25,300.0,Compound -6706351593184229201,0.0,20.0,0.00085,60072.6833,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,0.0558655884723984,Compound -6706351593184229201
25,6.0,1.47,6.0,6.0,0.927,0.571,5.44,300.0,Compound -4365537075474118632,0.0,20.0,7.5,3940.7399,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,1.771496171885146e-11,Compound -4365537075474118632
26,6.0,9.57,6.0,6.0,0.95359,4.77e-05,3.04,300.0,Compound 49151102118304571,0.0,20.0,0.00017,1085.1671,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,0.1769168540309256,Compound 49151102118304571
27,6.0,1018.75,6.0,6.0,0.98557,0.00871,460.21,300.0,Compound -2186294838770824376,0.0,20.0,0.0029,101.589,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,5.986256279351385,Compound -2186294838770824376
28,6.0,18.67,6.0,6.0,0.92891,7.87,29.09,300.0,Compound 2500807246406695017,0.0,20.0,0.093,3.5459,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,0.0039567349169082,Compound 2500807246406695017
29,6.0,263.8,6.0,6.0,0.99368,9.04e-05,1688.21,300.0,Compound 1402834238418947884,0.0,20.0,0.0016,5260.5066,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.0121994973369302,Compound 1402834238418947884
30,6.0,1.28,6.0,6.0,0.99064,2.7e-05,3.14,300.0,Compound 3223180229015901673,0.0,20.0,1.1e-06,11.9227,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,N,0.0001646126396359,Compound 3223180229015901673
31,6.0,63.87,6.0,6.0,0.9167,6.4e-13,113.78,300.0,Compound 4438357463849191678,0.0,20.0,4.3e-12,2023.8528,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,C,0.0395194064833942,Compound 4438357463849191678
32,6.0,3159.91,6.0,6.0,0.98439,0.00505,2499.18,300.0,Compound -2696569117652470715,0.0,20.0,0.0046,273.6261,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,0.0051538318262688,Compound -2696569117652470715
33,6.0,11.94,6.0,6.0,0.97575,0.0112,3.85,300.0,Compound -1582457914222599213,0.0,20.0,4.5e-05,1.2154,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,H,0.2044220277509938,Compound -1582457914222599213
34,6.0,1706.74,6.0,6.0,0.94173,3.58e-06,445.74,300.0,Compound 3342026368963089577,0.0,20.0,2.9e-08,2.4342,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,O,10.242297456127776,Compound 3342026368963089577
35,6.0,51.32,6.0,6.0,0.93861,1.58,90.46,300.0,Compound 7447793719387321540,0.0,20.0,23.0,4397.4033,1,31,14,WC,GAP -199991243157005737,2,250.0,0,relative,P,0.025539047670454,Compound 7447793719387321540
