compound.dt50.sediment,compound.dt50.soil,compound.dt50.surfaceWater,compound.dt50.system,compound.freundlich,compound.henry,compound.koc,compound.molarMass,compound.name,compound.plant_uptake,compound.reference_temperature,compound.vapor_pressure,compound.water_solubility,gap.application_dates.0,gap.application_dates.1,gap.arguments.apply_every_n_years,gap.arguments.interval,gap.arguments.modelCrop,gap.arguments.name,gap.arguments.number_of_applications,gap.arguments.rate,gap.arguments.time_in_year,gap.converted_rates.0,gap.converted_rates.1,gap.type,gap.yearly_application_on_soil,0.compound_pec,0.compound_name
6.0,94.56,6.0,6.0,0.99905,101.0,73879.76,300.0,Compound 3408499568753843049,0.0,20.0,82.0,242.4926,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound 3408499568753843049
6.0,285.98,6.0,6.0,0.98362,0.177,179.25,300.0,Compound -5191595412340417417,0.0,20.0,3.7e-05,0.0633,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.5378577966807652,Compound -5191595412340417417
6.0,11.97,6.0,6.0,0.97428,0.15,2.51,300.0,Compound -2718735689237795672,0.0,20.0,0.032,63.1657,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.01985867814356186,Compound -2718735689237795672
6.0,18.56,6.0,6.0,0.99022,0.363,1400.7,300.0,Compound 8359964180103605312,0.0,20.0,9.1,7560.8479,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.008061911311161e-17,Compound 8359964180103605312
6.0,4.44,6.0,6.0,0.90137,2.75e-06,17517.01,300.0,Compound 7677713043346619395,0.0,20.0,9.1e-06,988.33,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound 7677713043346619395
6.0,17.05,6.0,6.0,0.96899,11.5,4038.21,300.0,Compound 8938628426913058973,0.0,20.0,31.0,804.4559,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound 8938628426913058973
6.0,1.61,6.0,6.0,0.9112,0.0148,920.74,300.0,Compound -3694757577461957841,0.0,20.0,0.88,17804.4198,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -3694757577461957841
6.0,4.66,6.0,6.0,0.94952,1.06e-05,279.49,300.0,Compound -4380592879206273904,0.0,20.0,8.2e-05,2326.466,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -4380592879206273904
6.0,24.39,6.0,6.0,0.95811,0.0656,304.65,300.0,Compound -7176072027142177398,0.0,20.0,0.011,50.2262,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.854270859381512e-09,Compound -7176072027142177398
6.0,29.71,6.0,6.0,0.96718,3910.0,10.74,300.0,Compound -4187503068803237617,0.0,20.0,7900.0,607.1336,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.00045874963011958015,Compound -4187503068803237617
6.0,11.35,6.0,6.0,0.93528,0.0607,738.04,300.0,Compound -3084604343844153992,0.0,20.0,0.042,209.7776,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -3084604343844153992
6.0,84.71,6.0,6.0,0.93581,7.31,1.21,300.0,Compound -6399966512901887261,0.0,20.0,4.7e-05,0.0019,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.29100913911506854,Compound -6399966512901887261
6.0,15.62,6.0,6.0,0.93538,26.3,41.44,300.0,Compound 8826793688448768885,0.0,20.0,5000.0,56809.4083,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,5.946107141139619e-06,Compound 8826793688448768885
6.0,7.04,6.0,6.0,0.99845,8.64,13.64,300.0,Compound -2420031148516529176,0.0,20.0,0.43,14.9306,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,2.9381892867406474e-05,Compound -2420031148516529176
6.0,531.98,6.0,6.0,0.92614,211000.0,12183.4,300.0,Compound 7441506561351021791,0.0,20.0,12.0,0.0164,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.8277244448732e-05,Compound 7441506561351021791
6.0,33.32,6.0,6.0,0.90514,1.08e-05,2056.21,300.0,Compound -3886637315447916380,0.0,20.0,0.00013,3648.2266,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -3886637315447916380
6.0,141.06,6.0,6.0,0.90502,0.00739,42.37,300.0,Compound 4216179581377829306,0.0,20.0,3.1e-06,0.127,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,4.400329370296,Compound 4216179581377829306
6.0,28.75,6.0,6.0,0.92769,0.981,10871.46,300.0,Compound 6760928937270494917,0.0,20.0,0.14,42.0766,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound 6760928937270494917
6.0,20.56,6.0,6.0,0.91988,1.44e-08,100.92,300.0,Compound 3119951398522157352,0.0,20.0,2.9e-06,59443.378,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,2.411947517677569e-06,Compound 3119951398522157352
6.0,393.2,6.0,6.0,0.93788,142.0,7831.2,300.0,Compound -714491720206946477,0.0,20.0,0.015,0.0314,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -714491720206946477
6.0,2.79,6.0,6.0,0.98906,19.5,38.0,300.0,Compound -5005195368509584021,0.0,20.0,3.5,53.6628,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,8.217443099334231e-11,Compound -5005195368509584021
6.0,1.7,6.0,6.0,0.93757,8.14,858.4,300.0,Compound -4166975402765442630,0.0,20.0,68.0,2488.77,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -4166975402765442630
6.0,1.82,6.0,6.0,0.96655,0.83,39091.35,300.0,Compound 86000503407953114,0.0,20.0,0.021,7.5744,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound 86000503407953114
6.0,30.76,6.0,6.0,0.99591,1.04e-08,116.22,300.0,Compound 1643664316808275056,0.0,20.0,1.3e-08,373.2102,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.009391709433040078,Compound 1643664316808275056
6.0,284.66,6.0,6.0,0.94938,2.55e-08,109.63,300.0,Compound 9096163796952972219,0.0,20.0,0.0002,2377293.348,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,9.4341311690102,Compound 9096163796952972219
6.0,21.89,6.0,6.0,0.91979,0.591,226.63,300.0,Compound -5698130092617024046,0.0,20.0,37.0,18599.145,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,3.1869537334224967e-15,Compound -5698130092617024046
6.0,16.36,6.0,6.0,0.97541,200000.0,130.18,300.0,Compound -20296630857047196,0.0,20.0,37000.0,54.6842,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.950790586549732e-05,Compound -20296630857047196
6.0,18.54,6.0,6.0,0.99904,2.74e-05,3534.0,300.0,Compound -223401915604679203,0.0,20.0,0.0022,24321.0293,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -223401915604679203
6.0,13.62,6.0,6.0,0.95102,0.0394,376.72,300.0,Compound 2023492867045434510,0.0,20.0,0.021,157.8734,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,4.270699909836351e-17,Compound 2023492867045434510
6.0,3.47,6.0,6.0,0.97477,0.00586,28.76,300.0,Compound -755410018022190743,0.0,20.0,0.00024,12.2156,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,2.4771781463529785e-08,Compound -755410018022190743
6.0,18.31,6.0,6.0,0.94541,0.024,8873.45,300.0,Compound 7149580193626667641,0.0,20.0,0.18,2231.5081,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound 7149580193626667641
6.0,908.54,6.0,6.0,0.99136,8.05e-06,70.87,300.0,Compound 1860235325000387070,0.0,20.0,1.2e-08,0.4611,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,38.06765138951212,Compound 1860235325000387070
6.0,196.67,6.0,6.0,0.9649,0.00155,368.8,300.0,Compound 5226983964882608848,0.0,20.0,5.9e-07,0.1145,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.1833705585485292,Compound 5226983964882608848
6.0,17.45,6.0,6.0,0.99511,0.0103,50.79,300.0,Compound -4760344985457233747,0.0,20.0,0.0023,66.2727,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.005875743489443789,Compound -4760344985457233747
6.0,22.74,6.0,6.0,0.99532,8.64e-05,16.62,300.0,Compound 2338160642877137686,0.0,20.0,0.00093,3245.03,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.3574554843153789,Compound 2338160642877137686
6.0,23.6,6.0,6.0,0.90277,39100.0,186.82,300.0,Compound -2707439428247195998,0.0,20.0,2.8,0.0212,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,5.740102055222767e-05,Compound -2707439428247195998
6.0,11.99,6.0,6.0,0.95356,123.0,2.01,300.0,Compound 7604638980986973053,0.0,20.0,3.1e-05,0.0001,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0005305115331033258,Compound 7604638980986973053
6.0,10.69,6.0,6.0,0.91199,0.229,119.82,300.0,Compound 65161380161631878,0.0,20.0,4.2,5567.5039,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,4.243116463822519e-17,Compound 65161380161631878
6.0,94.42,6.0,6.0,0.98919,1.54e-10,18391.71,300.0,Compound -7321369154441107032,0.0,20.0,9.9e-07,1920757.5144,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -7321369154441107032
6.0,1.2,6.0,6.0,0.90598,7.58e-06,15.5,300.0,Compound 8902171991947089096,0.0,20.0,3.5e-06,137.7992,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,-4.3921058977320326e-20,Compound 8902171991947089096
6.0,69.66,6.0,6.0,0.99093,0.000886,12069.17,300.0,Compound -6768381417684443466,0.0,20.0,0.0027,912.7957,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -6768381417684443466
6.0,12.84,6.0,6.0,0.93677,0.00252,2704.96,300.0,Compound -4896563813307357604,0.0,20.0,0.76,90144.7043,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -4896563813307357604
6.0,86.98,6.0,6.0,0.94628,0.012,48.85,300.0,Compound -2611603705781823517,0.0,20.0,0.00021,5.1739,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.5847576752749166,Compound -2611603705781823517
6.0,14.8,6.0,6.0,0.97562,1.67,222.85,300.0,Compound 4150829421151738405,0.0,20.0,25.0,4406.8306,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,5.973649807696096e-10,Compound 4150829421151738405
6.0,1034.92,6.0,6.0,0.99801,0.241,166.45,300.0,Compound 4351510175522990742,0.0,20.0,0.00018,0.22,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,6.009410063752122,Compound 4351510175522990742
6.0,92.41,6.0,6.0,0.97669,1.89e-08,464.63,300.0,Compound -2416640925947905065,0.0,20.0,2.3e-05,369977.9762,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0011822053298833485,Compound -2416640925947905065
6.0,1.18,6.0,6.0,0.93141,3.79e-10,1644.33,300.0,Compound -9125501348329048380,0.0,20.0,1e-09,796.3812,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -9125501348329048380
6.0,22.73,6.0,6.0,0.99605,14.0,38771.15,300.0,Compound -8219979800143651604,0.0,20.0,11.0,236.4195,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -8219979800143651604
6.0,4.7,6.0,6.0,0.90234,0.000558,481.57,300.0,Compound 6991098126679793267,0.0,20.0,4.6e-05,24.5023,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound 6991098126679793267
6.0,899.2,6.0,6.0,0.93015,7.46e-05,0.18,300.0,Compound 2029391261287044727,0.0,20.0,1.7e-06,6.863,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,67.59126226536017,Compound 2029391261287044727
6.0,0.66,6.0,6.0,0.9927,1.59e-05,1876.99,300.0,Compound 6877604173386639460,0.0,20.0,0.013,250710.4815,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound 6877604173386639460
6.0,14.09,6.0,6.0,0.95521,0.000779,335.81,300.0,Compound -5850686734049667257,0.0,20.0,0.0021,791.5349,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,2.6724962219444394e-14,Compound -5850686734049667257
6.0,3.93,6.0,6.0,0.9156,0.00942,74.55,300.0,Compound 7763569574593288286,0.0,20.0,0.0003,9.7033,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound 7763569574593288286
6.0,35.38,6.0,6.0,0.95705,2.55e-07,944.37,300.0,Compound 8013926469155499615,0.0,20.0,0.00086,1013850.4184,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.5829504813703973e-15,Compound 8013926469155499615
6.0,4.01,6.0,6.0,0.9317,0.0986,214.62,300.0,Compound -1175537946723821031,0.0,20.0,0.00015,0.4606,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -1175537946723821031
6.0,52.36,6.0,6.0,0.99437,8.94e-05,3672.08,300.0,Compound 5213975886665806541,0.0,20.0,4e-07,1.3472,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,9.539768964155312e-17,Compound 5213975886665806541
6.0,1.18,6.0,6.0,0.98758,97.9,1069.07,300.0,Compound 7616795235581233328,0.0,20.0,440.0,1335.8439,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound 7616795235581233328
6.0,4946.53,6.0,6.0,0.95553,512.0,577.37,300.0,Compound -5144938906856822454,0.0,20.0,7.7,4.4908,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.005456166777687102,Compound -5144938906856822454
6.0,90.41,6.0,6.0,0.95922,3.92e-08,933.54,300.0,Compound 342453286547152717,0.0,20.0,1.8e-07,1408.8173,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.5395774255987255e-08,Compound 342453286547152717
6.0,10951.96,6.0,6.0,0.98384,7.72e-07,169.18,300.0,Compound -3267481063776823104,0.0,20.0,3.9e-07,150.744,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,42.499722792971916,Compound -3267481063776823104
6.0,5.41,6.0,6.0,0.9196,1190000.0,405.88,300.0,Compound 7527921239015882288,0.0,20.0,35.0,0.0089,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,1.640860261228808e-06,Compound 7527921239015882288
6.0,652.9,6.0,6.0,0.94564,2.42e-06,425.65,300.0,Compound -6758006698238632913,0.0,20.0,0.0014,168130.9795,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,2.5458105933700566,Compound -6758006698238632913
6.0,25.39,6.0,6.0,0.91597,29200.0,6.7,300.0,Compound -1409462464374294350,0.0,20.0,2.7,0.0281,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.00012688993608153855,Compound -1409462464374294350
6.0,6.68,6.0,6.0,0.97156,0.171,29074.21,300.0,Compound -501311390273198861,0.0,20.0,0.094,164.9928,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -501311390273198861
6.0,13.78,6.0,6.0,0.93614,8740.0,443.97,300.0,Compound 5507548862208341055,0.0,20.0,1800000.0,61000.9212,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,2.286202850757361e-05,Compound 5507548862208341055
6.0,1.05,6.0,6.0,0.93175,122000000.0,2530.66,300.0,Compound 1546409973359518649,0.0,20.0,8700000.0,21.5149,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,2.95031457471584e-09,Compound 1546409973359518649
6.0,10.83,6.0,6.0,0.90988,30.7,773.63,300.0,Compound -8654854360580760543,0.0,20.0,330.0,3183.4237,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -8654854360580760543
6.0,1.27,6.0,6.0,0.92222,0.000238,1986.42,300.0,Compound 5221308020801368096,0.0,20.0,0.00031,395.9813,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound 5221308020801368096
6.0,18.44,6.0,6.0,0.97503,51.6,47.74,300.0,Compound -5225694361837435228,0.0,20.0,1.2,7.2384,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.00012881005998585164,Compound -5225694361837435228
6.0,558.71,6.0,6.0,0.92267,9.03e-07,195.39,300.0,Compound 9042041151382357635,0.0,20.0,2.1e-07,69.9934,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,10.073705076989915,Compound 9042041151382357635
6.0,138.93,6.0,6.0,0.97802,0.0101,70.56,300.0,Compound -889148754221238881,0.0,20.0,5.6,168462.8055,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,3.5575768942235557,Compound -889148754221238881
6.0,39.23,6.0,6.0,0.97686,7020.0,900.77,300.0,Compound 8617570586479212572,0.0,20.0,130.0,5.5699,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.00012035006025883347,Compound 8617570586479212572
6.0,1.13,6.0,6.0,0.9002,4.84,4124.31,300.0,Compound -4374696606574466669,0.0,20.0,2.3,139.6126,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -4374696606574466669
6.0,7.27,6.0,6.0,0.94493,0.000642,1230.01,300.0,Compound 3273888754253012258,0.0,20.0,5.7e-09,0.0026,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound 3273888754253012258
6.0,187.79,6.0,6.0,0.99695,1.04,12.78,300.0,Compound -5400379853068232944,0.0,20.0,0.02,5.8346,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,2.5542722520769634,Compound -5400379853068232944
6.0,2.73,6.0,6.0,0.97355,0.00976,2.29,300.0,Compound 3652964131914541354,0.0,20.0,0.00039,11.8558,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,4.1947016110174945e-07,Compound 3652964131914541354
6.0,2.32,6.0,6.0,0.93687,0.000107,38.44,300.0,Compound -2048997087285813256,0.0,20.0,0.022,60923.3264,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,2.0901697552691676e-14,Compound -2048997087285813256
6.0,30.87,6.0,6.0,0.98412,53.1,49.85,300.0,Compound -7728825290525891031,0.0,20.0,18.0,100.3921,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.000972866311252685,Compound -7728825290525891031
6.0,118.08,6.0,6.0,0.99981,92000.0,680.09,300.0,Compound -6748147784468156693,0.0,20.0,2600.0,8.5165,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,5.764398033908016e-05,Compound -6748147784468156693
6.0,687.72,6.0,6.0,0.9435,2.62e-08,35.79,300.0,Compound -6409656346727870920,0.0,20.0,0.00037,4294148.2221,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,44.10810399916238,Compound -6409656346727870920
6.0,312.38,6.0,6.0,0.924,6.81e-06,15039.83,300.0,Compound -3350277889614798064,0.0,20.0,0.016,697358.6043,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,0.0,Compound -3350277889614798064
6.0,308.78,6.0,6.0,0.98948,0.000246,3324.69,300.0,Compound -5000317699667820971,0.0,20.0,0.00016,192.5337,0001-04-17 00:00:00,0001-05-01 00:00:00,1,14,WC,GAP -199991243157005737,2,250.0,0001-04-17T00:00:00,50.0,25.0,absolute,75.0,C,9.295849031948951e-10,Compound -5000317699667820971
